,ARTstract_ID,danger,death,adventure,power,safety,excitement,fitness,protection,freedom,comfort,desire,hunger
advise_2/71762.jpg,311,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/127278.jpg,314,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173668.png,317,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/38631.jpg,318,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/93076.jpg,319,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171643.png,321,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172516.png,322,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/40716.jpg,326,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173375.png,329,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/103149.jpg,331,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/88374.jpg,332,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/127425.jpg,334,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/127333.jpg,338,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/23425.jpg,339,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172791.png,340,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/105607.jpg,342,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/105817.jpg,343,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/127450.jpg,344,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/95455.jpg,346,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176769.png,348,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/159994.jpg,349,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/159840.jpg,351,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/38709.jpg,353,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/52402.jpg,355,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/1177.jpg,356,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/6242.jpg,359,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172529.png,360,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177225.png,365,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/132956.jpg,370,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176645.png,374,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/104872.jpg,375,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/135179.jpg,382,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/88855.jpg,383,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176965.png,385,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171012.png,392,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/159149.jpg,393,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/41367.jpg,395,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/152515.jpg,396,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/45854.jpg,400,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/45808.jpg,401,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/133656.jpg,403,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/40548.jpg,405,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177446.png,406,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/116266.jpg,407,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/78559.jpg,409,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177058.png,410,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/70440.jpg,411,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/127342.jpg,412,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/155944.jpg,415,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/135059.jpg,418,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135310.jpg,419,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173904.png,421,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/71892.jpg,423,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/45874.jpg,425,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/7074.jpg,431,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/128124.jpg,432,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/127644.jpg,435,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175112.png,436,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/158308.jpg,437,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/38784.jpg,439,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/40178.jpg,441,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172861.png,442,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135160.jpg,443,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174915.png,445,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/52830.jpg,447,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/51465.jpg,449,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/163034.jpg,450,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/62718.jpg,452,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/82103.jpg,453,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173187.png,456,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173616.png,459,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/78510.jpg,461,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174136.png,463,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/99754.jpg,464,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/127666.jpg,467,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172240.png,469,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/102954.jpg,474,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177106.png,475,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/85720.jpg,476,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/127263.jpg,478,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175825.png,479,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/84662.jpg,480,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/120536.jpg,481,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/100417.jpg,482,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135790.jpg,484,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/41651.jpg,485,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/84606.jpg,486,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175976.png,487,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/157992.jpg,488,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/135116.jpg,490,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172694.png,491,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/80943.jpg,493,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/10468.jpg,494,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/5856.jpg,497,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/31063.jpg,501,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/11557.jpg,503,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/10391.jpg,504,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171052.png,505,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171025.png,506,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174228.png,508,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176100.png,510,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/115668.jpg,512,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175044.png,516,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/52587.jpg,520,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/15520.jpg,522,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170287.png,526,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171598.png,528,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/25207.jpg,530,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170209.png,533,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172455.png,535,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177958.png,536,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/127245.jpg,537,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/105062.jpg,540,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/122583.jpg,541,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/127738.jpg,542,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/71823.jpg,543,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/159081.jpg,544,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/23091.jpg,545,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170743.png,550,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177915.png,551,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/19269.jpg,553,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/166632.jpg,556,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/95751.jpg,559,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/111108.jpg,560,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/43970.jpg,562,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/67250.jpg,563,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177556.png,564,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172826.png,566,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/10070.jpg,568,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174578.png,570,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/149454.jpg,571,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/44014.jpg,572,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/71749.jpg,574,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177860.png,576,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135230.jpg,577,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/41416.jpg,580,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135150.jpg,581,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/8609.jpg,583,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/160289.jpg,584,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176517.png,588,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172158.png,589,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174476.png,590,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173632.png,592,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177089.png,597,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/65681.jpg,599,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/127274.jpg,601,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/71945.jpg,603,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/38822.jpg,605,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/66921.jpg,609,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/127460.jpg,611,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172631.png,612,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/19310.jpg,621,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177752.png,622,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170169.png,623,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/127352.jpg,625,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/76734.jpg,626,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/115952.jpg,627,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/37920.jpg,634,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/158649.jpg,637,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/116382.jpg,638,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/29014.jpg,640,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175674.png,642,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174325.png,644,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/1388.jpg,645,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176505.png,648,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/41394.jpg,651,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173835.png,654,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/136311.jpg,656,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/72951.jpg,657,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/38750.jpg,658,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/86882.jpg,659,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/68887.jpg,668,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/140966.jpg,670,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/80690.jpg,671,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/52497.jpg,674,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177720.png,675,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/93656.jpg,678,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/33460.jpg,681,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171599.png,682,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/71963.jpg,683,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/128350.jpg,684,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/80879.jpg,685,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/45944.jpg,687,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/102972.jpg,688,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172684.png,689,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/58562.jpg,691,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/135295.jpg,694,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/35723.jpg,698,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/31818.jpg,699,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173138.png,703,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173359.png,704,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/80722.jpg,706,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/135714.jpg,709,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/134721.jpg,711,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/120201.jpg,715,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176631.png,716,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/97030.jpg,717,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/86304.jpg,718,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173390.png,719,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/135311.jpg,722,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/159880.jpg,724,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/132696.jpg,725,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/150771.jpg,726,True,False,False,False,False,False,False,False,False,False,False,False
advise_9/71719.jpg,730,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176533.png,736,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170997.png,744,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172474.png,746,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174492.png,747,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/149405.jpg,751,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/115725.jpg,752,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174014.png,753,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/134565.jpg,754,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173452.png,755,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177231.png,756,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/80703.jpg,758,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/78171.jpg,761,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173631.png,762,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/93753.jpg,763,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174360.png,764,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/60395.jpg,765,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171088.png,769,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170466.png,770,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/41658.jpg,773,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/127610.jpg,777,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175564.png,778,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172754.png,780,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/127372.jpg,782,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/127586.jpg,785,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/271.jpg,786,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171393.png,787,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/160242.jpg,788,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175902.png,791,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/54582.jpg,793,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/28192.jpg,794,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172793.png,795,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172212.png,796,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/57438.jpg,798,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/127323.jpg,799,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/10216.jpg,801,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171458.png,803,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/139181.jpg,804,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/15693.jpg,805,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/121210.jpg,811,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/18133.jpg,812,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/52844.jpg,813,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/28502.jpg,817,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/87123.jpg,818,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/110973.jpg,822,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/115460.jpg,824,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/130341.jpg,825,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/46313.jpg,826,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/102900.jpg,827,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/131465.jpg,828,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/92451.jpg,829,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/159004.jpg,831,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/41351.jpg,835,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/11023.jpg,836,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170361.png,840,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/159852.jpg,842,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/14892.jpg,843,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/127252.jpg,844,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176389.png,850,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172554.png,851,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170688.png,852,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/136131.jpg,853,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175862.png,856,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172117.png,858,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/127353.jpg,861,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/172169.png,862,True,False,False,False,False,False,False,False,False,False,False,False
advise_7/93777.jpg,865,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177975.png,868,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/41388.jpg,872,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/78645.jpg,873,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/163472.jpg,874,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/17854.jpg,875,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/154832.jpg,877,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/138784.jpg,881,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/34270.jpg,884,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171082.png,887,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/71812.jpg,890,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/127351.jpg,892,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/127282.jpg,893,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/66336.jpg,896,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/159208.jpg,897,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173932.png,900,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175818.png,903,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175032.png,905,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/106130.jpg,907,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/134951.jpg,909,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/171724.png,911,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177423.png,912,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/130415.jpg,914,True,False,False,False,False,False,False,False,False,False,False,False
advise_8/158808.jpg,915,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/159075.jpg,916,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/66680.jpg,917,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/58190.jpg,921,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176080.png,923,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/127634.jpg,926,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/154361.jpg,928,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/68842.jpg,929,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/97416.jpg,932,True,False,False,False,False,False,False,False,False,False,False,False
advise_6/99956.jpg,933,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/157933.jpg,934,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/63140.jpg,935,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173137.png,938,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173822.png,939,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/126671.jpg,941,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175816.png,942,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175448.png,943,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/159280.jpg,944,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/175099.png,945,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176605.png,947,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/76530.jpg,948,True,False,False,False,False,False,False,False,False,False,False,False
advise_5/135825.jpg,949,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/30992.jpg,950,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/176413.png,952,True,False,False,False,False,False,False,False,False,False,False,False
advise_4/54524.jpg,956,True,False,False,False,False,False,False,False,False,False,False,False
advise_0/135240.jpg,957,True,False,False,False,False,False,False,False,False,False,False,False
advise_3/141523.jpg,958,True,False,False,False,False,False,False,False,False,False,False,False
advise_1/111271.jpg,960,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/170429.png,961,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/174047.png,963,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/173271.png,964,True,False,False,False,False,False,False,False,False,False,False,False
advise_2/1212.jpg,965,True,False,False,False,False,False,False,False,False,False,False,False
advise_10/177570.png,967,True,False,False,False,False,False,False,False,False,False,False,False
